CASOS DE PRUEBA PARA LA GENERACIÓN DE CÓDIGOS DE CONTROL VER.7.0												
												
												
#	NRO. AUTORIZACION	NRO. FACTURA	NIT/CI	FECHA	MONTO	LLAVE		5 VERHOEFF	CADENA	SUMATORIA PRODUCTO	BASE64	CODIGO CONTROL
496	3004001052216	302850	3552662	2007/04/09	"79,394.00"	ZZ*cieRhD+bn+BGyU)dhrh(s9ph5dN\EermBh]y%CrAvU7(s9]r%sphh9Sf7+Rwr	64	59601	3004001052216ZZ*cie30285000RhD+bn+BGy355266289U)dhrh(2007040930s79394409p	"27,301,450"	1e9PA	27-0C-19-66-BF
497	390400861146	747821	3556116	2007/09/25	"4,601.00"	xegmN5ntSGiI4F{gvm2CGTKcpkx(9X4kGnf$3PS[xqihKx-ZLbI}wNZVANaUapNh	64	96550	390400861146xegmN5ntSG74782164iI4F{gv355611672m2CGTK2007092581cpkx(9460119X	"24,719,479"	1UJ1t	A7-AC-FA-FB-9B
498	7004001023541	174705	0	2007/01/29	"49,075.00"	aaLitZAB}{7@*#ub@P]\Rb}paiywkx4R]h5]V(XVPFLKHEAL)w9eeZ]]44PNGCa)	64	19441	7004001023541aa17470555LitZAB}{7@047*#ub@2007012943P]\Rb4907592}p	"17,731,572"	13e/q	F9-CF-D2-01-36
499	3904001113644	906551	3557557	2007/05/08	"67,536.00"	)NdGKgp7]QP)K9F}J}jSHi@-J*NFY_N%iT{S6Ce#IR_hVU8t+7aBxr298*UsY{5c	64	95229	3904001113644)NdGKgp7]Q90655137P)K9F}355755720J}j2007050854SHi6753658@-J*NFY_N%	"17,589,427"	136Ip	D0-54-4B-F3-D1
500	6004002437354	210579	3562548	2007/08/08	"24,901.00"	ybLc[m}7i5)xPEgN7rDQ4b7gQ[jA)p7(E8gUvtvjC}gs(%IAD=hJzQJ8T)jyK4[w	64	95065	6004002437354ybLc[m}7i521057938)xPEgN35625483972007080886rDQ4b7g2490126Q[jA)p	"24,988,585"	1VKkf	65-FC-27-B5-50
501	1904004059314	125592	3564537	2007/01/22	"86,939.00"	-Imt\-ZNrbuCSn$Q{f}CC%vpQMSruvK9RyehBIn[i8\{VHR(L7gM2j]Gc$TuktV@	64	71576	1904004059314-Imt\-ZN12559283rb356453777uCSn$Q2007012255{f}CC%vp8693922QMSruvK	"17,396,403"	12NAp	F7-5B-7B-D4-9C
502	2004002260413	697006	3566311	2007/12/06	"85,598.00"	Idm}7fF6ckR_{uPDN=u-Mv]3_*PtVK*hS_2m*FpVz=(PX](s+}A$GzkAN]naz@m=	64	20327	2004002260413Idm69700647}3566311657fF62007120665ckR8559864_{uPDN=u	"23,670,045"	1QIqT	05-D8-F5-2A-8F
503	7004009092058	45000	3568964	2008/02/12	"95,446.25"	yk]HF%4-7KT{FhFsbD9eYIWH}Jx\SZTP{Ym=C@kUr*[P8wZ8W[YbzTFu#rGeYUF2	64	18485	7004009092058yk4500054]HF%4-7KT356896418{FhFs2008021237bD9eYIWH}9544678Jx\SZT	"17,780,088"	13qru	73-38-32-3F-BE
504	600400534779	436381	3570490	2007/11/30	"87,417.00"	38x$c@+N@CChxfh7]v6ivCIh%y4NBeM{NexM8tHginMW\tgMJxmDk9i@(zKmd7IL	64	23861	60040053477938x43638186$c@+357049090N@CChxfh72007113071]v6ivCI8741703h%	"18,164,934"	15Ip6	81-10-7F-E2-8C
505	1904008384690	933542	3577233	2008/04/17	"74,641.00"	UHTrnm{rN}G4rCT]JRW3MhZVg*wE+i$PtU-sn6gj8Nd3(5K\Cg(GHGH]\9#YF_%%	64	00340	1904008384690U93354225H357723334Trnm2008041767{rN}G74641664	"32,542,840"	1y91u	9D-5F-EF-24-5F
506	290400763684	704804	3577557	2007/07/25	"20,530.00"	dQn_4AksVrRjT3yEJsbuA+$ehWTGN6{wQxY-P+-kkRtFZ}6Hq*z=8DX6w@8RDfXu	64	07970	290400763684d70480462Qn_4AksV357755709rRjT3yEJsb2007072555uA+$ehWT2053014G	"35,752,072"	28OY8	EC-EE-88-51-45
507	7004001958306	318048	3580603	2007/11/15	"89,612.00"	}6_Pb8U%zd#iD4KDwb#=4Xe}H%H#mj$z=d@{P]QF)5q$C7vQJq3S(XtD49C7sQwk	64	55350	7004001958306}6_Pb831804820U%zd#i358060337D4KD2007111589wb#=4X8961236e	"22,647,340"	1MP8i	BC-DF-27-7A-21
508	2004007453290	1618	3581763	2008/05/11	"78,161.00"	mfc]ZgqIvHa+q(LKCW9x$xY{D*VQ\QPkG{fW58WRP{DL4eSYkNd$YHizQ-KZ($+]	64	95553	2004007453290mfc]ZgqIvH161828a+q(LK358176308CW9x$x2008051126Y{D*VQ7816154\QPk	"13,788,321"	qcIX	71-6B-96-BF
509	6004006196464	425026	0	2007/06/16	"12,479.00"	=_[iNvL_VsUsWi}9zyFDg[EvEG3Gx2[r6Qe6y-)NeM{3j[id@)z%BNJ@8[y6vFhZ	64	91371	6004006196464=_[iNvL_Vs42502697Us047Wi}92007061647zyFDg[Ev1247981EG	"17,803,991"	13whN	20-3F-B4-DD-D9
510	200400183521	744389	3588094	2007/07/20	"80,351.00"	m+M]H4dVnQwSc(h}8kGwQLYwbRDYHwS{3(CV)D[(ZgfKHwa*mUx7hJ68CXSXy(Qn	64	40560	200400183521m+M]H744389354358809467dVnQwS2007072016c(h}8kG8035124w	"29,955,723"	1oHQB	BF-68-EA-95-3D
511	7904008101294	630221	3589978	2007/03/14	"33,081.50"	@F@jS@UKiM5x*iH-faP9PRzLZ3q}$d(Jey3teSKKfFN*C$8rQC[{YAVYFpfNcIc8	64	40592	7904008101294@F@jS63022102@358997878UKiM5x2007031463*iH-faP9PR3308293zLZ	"24,630,832"	1TzOm	3F-D0-A9-0E-2D
512	6004008866529	339545	3591016	2007/07/16	"9,953.00"	i)4m{s95_92*FXintS=7y[X62[Igrzs44*6eAXh9inqeW8Rz3f$AEfpizKDkaz8]	64	37411	6004008866529i)4m33954587{s95_92*359101693FXint2007071683S=9953937y	"19,352,917"	19qrL	12-B6-CA-B1-F1
513	1004004431243	731695	3593604	2008/11/03	"99,805.00"	zH3a3hRNQvW$UsL}*zpZ$sR9SmqDvZS-[vWN%GQ7aDm=9sBmqq_tmRsB=rmw2rEI	64	94089	1004004431243zH3a3hRNQv73169530W$UsL359360410}2008110314*zpZ$sR9S9980541mqDvZS-[vW	"28,642,825"	1jGu9	BA-45-26-EF-24
514	5004001746254	677323	3593862	2008/03/21	"30,010.00"	VC=jb8xhrKuyCdwUa3b4i+nX}vM-7TT8PzVNT8Pxh)qM]*47j6GJX{2R)8agZBp%	64	71019	5004001746254VC=jb8xh67732351rK359386281u2008032146yC3001013dwUa3b4i+n	"29,692,517"	1nH9b	07-58-5D-BC-A0
515	8004009469084	951796	0	2008/09/06	"50,936.00"	(L+XX-ht@-Z[k9L#3pM@gtZU4#jdXhkSQ}NTz_b@w4vXEKM=GJ{dg$J-9V]#YD5Q	64	34007	8004009469084(L+X95179694X-ht@047-2008090629Z5093663[k9L#3pM	"25,321,148"	1Wbwy	77-3A-DB-84-D9
516	300400812252	830313	3600429	2008/10/20	"5,916.60"	PQ-an59tY*h}9YEzr7VSVt%NUe8\QjKgNd#AWVm7I5@7uW5]WyYIk4es#$a}nSJv	64	05511	300400812252P83031356Q-an59360042990tY*h}92008102029YE591729zr	"25,476,861"	1XBxz	0C-51-E5-84-F6
517	2904004094635	357116	3601521	2008/01/23	"60,515.00"	buK}$]L#QpM9B98*fI5f=}${yyf#Gb]iE9tp2+V{Lsnf7v7XKR}FcikJbzzEUGWc	64	37792	2904004094635buK}35711644$]L#QpM9360152181B98*fI5f2008012317=}${yyf#Gb6051554]iE	"16,641,104"	/UnG	DA-7C-2B-BA
518	1904001203777	467748	3602930	2007/03/14	"83,262.00"	Z6IAMp*t3gm7_E(a$5s5u}3YdXtu_s5CLSuuEPiLtYk{-uQ*k(EF5(6}b]=EP##N	64	13564	1904001203777Z646774858IAMp360293005*t3gm72007031463_E(a$5s83262015u}3Y	"17,082,123"	11ASB	CE-C2-82-03-01
519	1904003890481	15398	3609070	2008/04/21	"62,705.00"	TCc5J%P7Rkvm4f%%SrN*Buch{HB+TvfL6fG8m(sE_$(te]yvRaFCTAKNRm(kt#SU	64	69126	1904003890481TCc5J%P15398097Rkvm4f%%S360907068rN2008042182*Bu6270549ch{HB+T	"18,843,199"	17uO/	F8-EE-49-17-A7
520	2904007708110	158502	3610560	2007/08/05	"27,959.00"	hF8JY}HcpVy(mjieyV}5ErKTrh\ifBCqQ[fHq-{X#=pLTK\s3M=R$frIw8+$7SC$	64	86717	2904007708110hF8JY}Hcp15850282Vy(mjie361056043yV}5ErKT2007080575rh2795942\ifBCqQ[	"18,081,944"	14+YO	41-CB-44-B3-24
521	8004006644074	945241	0	2008/07/06	"35,466.90"	e*m-5kZV8VUw_fdQI@hA@Gh$3#I(b*Ds=nCr*Y8qs97EV#\VPbz{}[Vfn#vdVk8[	64	32922	8004006644074e*m-945241475kZ047V8VUw_fdQI2008070607@hA3546722@Gh	"14,624,959"	toY/	8E-C7-9C-7E
522	6004004153196	50886	3615124	2007/03/15	"39,386.02"	L7ULT8MFZ_C\4vUCc-8HF7X%TgS-kQJYTuwwqCGFWvuC)Bj3d*nJE+CpmvE$Wcm=	64	94448	6004004153196L7ULT8MFZ_5088642C\4vU361512476Cc-8H2007031519F7X%T3938631gS-kQJYTu	"14,264,010"	sQRA	AF-D8-77-E3
523	4004001313940	329588	3619793	2008/05/17	"87,702.00"	[Qr[_=@E+sxip7G9(Je(z7T+gn3]zkC(YRGk)VfZFyTT[YCs{5%AyJ%a}s=rXA3J	64	87711	4004001313940[Qr[_=@E+32958841sxip7G9(361979346Je(z7T+g2008051778n38770213]z	"21,555,110"	1IEUc	5B-98-87-2E-4A
524	3004005774907	173443	3621185	2008/08/23	"79,075.00"	hI$s(bfv(LIq@pNV[{qSK=[]nRF#r@+zght*]Pr9dZUXvQ58A7]YptbGhCeeaQdV	64	85287	3004005774907hI$s(bfv(17344311LIq@pN362118572V[{2008082376qSK=[]nRF7907584#r@+zght	"14,820,850"	uYNo	74-65-2C-6D
525	2904003937712	797532	3622677	2008/02/29	"77,871.00"	Yd4b@FDn6K4*\aMS_aX7NhZ8Du\IBVgNEc3+Sn+cG@nJ)+Ez7tb8CIYkH4sAis{I	64	97934	2904003937712Yd4b@FDn6K797532324*\aMS_a362267743X7NhZ8Du\I2008022932BVgN7787189Ec3+S	"15,615,163"	xaIx	FA-CD-A0-9A
526	6004001456918	238030	3628941	2008/01/24	"76,617.10"	Ku%2tL8$gNFyu(Rrg-%@rPxa4hxwfCn[fiKZyTTS#GJ$wX]EmuC[(e[LMwwIWu-7	64	89147	6004001456918Ku%2tL8$g23803030NFyu(Rrg-%362894162@r2008012496Pxa4h7661788xwfCn[fi	"17,991,873"	14eZ1	6C-C7-9A-34-A1
527	2904001805361	982495	3653516	2008/11/19	"93,202.00"	69P{TKJPNM(5P9H4TkTicqV+tIumPe[NDD8zA_iHs[v$ci)$ysxbkRqwQ3fryCjZ	64	88017	290400180536169P{TKJPN98249560M(5P9H4Tk365351633T2008111998ic9320237qV+tIumP	"28,345,953"	1i8PX	1C-8B-8E-E7-EE
528	1904007802342	318684	2881081	2007/01/29	"43,095.00"	+JrdG#9(dM2$EN#6P9S3tKfe(6nbE4B6ni54B+%RUenbZp7**b*3N$CqNN$T)I]B	64	97605	1904007802342+JrdG#9(dM318684622$EN#6P9288108132S3tKfe(200701294364309566nbE4B6	"25,870,849"	1Yi81	20-39-F4-6B-6A
529	2004007202926	42344	2921682	2007/12/31	"61,069.00"	5qsNb2qx[Y_%Njj_m=bAJNk]_jjJhiYIEmaZT(TVbrykJJrmLt#L*HL{IMf4i8%7	64	69930	20040072029265qsNb2q4234422x[Y_%Njj_m292168297=bAJNk]_jj2007123153JhiY6106919I	"26,894,431"	1cc1V	BD-F3-3F-53-17
530	1004003391350	422605	2922445	2008/04/26	"43,694.00"	N8cJubfMfELXeSzuCV-%b}{Rbe3FKrG$tz{fyQb+9dt5US*Aa]Q[kTNxkdX$DvII	64	79440	1004003391350N8cJubfM42260563fELXeSzuCV292244593-%b}{2008042605Rbe3F4369450K	"25,001,860"	1VN+4	B9-FE-B1-3D-32
531	8004002014670	949513	2922672	2007/07/22	"66,608.00"	fJ_i3)NvZ{YQ8)5cvLLSc]5u45upQ5kPSTcRx_8ws4=e=FH}dIhZFu$hLkHR[_4+	64	00477	8004002014670f94951333J292267205_i3)N2007072295vZ{YQ8)56660852cvLLSc]5	"32,803,957"	1z8nr	B7-84-2F-56-57
532	2904009177560	656531	2924595	2008/09/06	"74,143.50"	HWP9)P9KqfMK8dxh)p}trqzAg%}cShPXS+QXxL$k8g(L#qY_YJmQdeJxUKjH)Wr\	64	28755	2904009177560HWP656531279)P9KqfMK2924595958dxh)p}t2008090629rqzAg%7414456}cShPX	"15,975,008"	yy9W	9B-24-1C-9B
533	3004005749721	663622	2925134	2008/08/23	"78,231.00"	D}E*%cPH2%Hh+(7gEv6_nmspkXAeAmUj#m4j++vJvj+U6{}#vWbNYbSxTLP89s*(	64	36023	3004005749721D}E*66362233%cPH2%H292513451h2008082376+(77823184gEv6	"22,263,761"	1KxVH	40-2D-58-B9-25
534	4004002385614	140203	0	2008/03/20	"65,687.51"	z_Q)LsgnbQ=j*g8vRH_Rr]df8N=}@vvvv5Kw%%9=7F)9nFXC5bi+fDQ)FC*KWMTG	64	95677	4004002385614z_Q)LsgnbQ14020384=j*g8v047RH_Rr]d2008032053f8N=}@vv6568876vv5Kw%%9	"11,094,451"	gKcp	86-DA-DB-83
535	300400754154	321710	2926976	2008/07/09	"50,228.00"	gWVxYN9[qByWxe)5k[F6\TIa3YMG)BT$gYI2An6%@}fhyMP}9gBQBwpi(q}NXa)G	64	68627	300400754154gWVxYN932171080[qByWxe)5292697639k[F6\TI2008070941a3Y5022869MG)BT$gY	"15,291,590"	wLJ6	5A-8C-8B-B1
536	4004009834033	401509	2928285	2008/09/17	"12,640.00"	3j(ukynfWB%Vd@(\fV8EPe7]Eh{{W_FQf}Kv8xM5s=4ZLMaVjpDuUH#FCzq2q=({	64	33747	40040098340333j(u40150915kynf292828527WB%Vd@(\2008091723fV8EP1264036e7]Eh{{W	"14,791,539"	uRDp	13-5D-01-E4
537	1004002252662	112083	2928548	2008/03/03	"73,760.50"	4HHAmj*fPxF7pz94drv[wwiA%x5D53Ucj*xyLEwC}Q(L*x#Tk*B(QPI3$JMqkE3_	64	70259	10040022526624HHAmj*f11208309P292854863xF72008030350pz94dr7376133v[wwiA%x5D	"26,751,266"	1c34Y	DD-30-42-AA-BD
538	800400541336	402739	2929074	2008/04/17	"61,543.80"	}#vK(8[3t$v$4jD8SW$P7LTjqj5#)3sBXvJVJ_3#IgYQaw#fJ[Tb{%@kXx9u8jCB	64	80078	800400541336}#vK(8[3t40273994$292907496v2008041767$4jD8SW$6154487P7LTjqj5#	"35,218,080"	26MAW	AD-FA-66-1A-88
539	1004007761817	375799	0	2007/08/13	"74,284.00"	zGxmvkVw3]7xHD-InjkaGZ-APgseuKI45uy\5%sQ*gFUTRCi*rIixmK8vYCY(my6	64	96954	1004007761817zGxmvkVw3]375799297xHD-In047jkaGZ-APgs2007081372euKI457428476uy\5%	"12,038,392"	jx3u	44-14-16-DB
540	1004006430764	968031	2930799	2007/05/21	475.00	WPtaAQjrQHFAAyF[m#YDeCISkHiPW[HbFfI(dvTRB3n=IHiQdb+cQI(@eMyfI*Cd	64	57606	1004006430764WPtaAQ96803121jrQHFAAy293079933F[m#YDe2007052112C47570ISkHiPW	"22,809,859"	1N0q3	BC-12-E3-1E-F2
541	1904003183922	713963	2936275	2008/09/07	"20,933.00"	%$qquW(s6qizCL=IKJUC5H@EYHPyVXK-X6u7xg(*cq6RW9z6ecax6GKWF$X8=8hc	64	91720	1904003183922%$qquW(s6q71396387iz293627502CL=IKJUC20080907055H@2093335E	"28,112,942"	1hFWk	DC-94-13-81-DE
542	3004006147806	688236	2939977	2008/06/08	"81,077.00"	%nbw7t\IKT}R]st(8xIKn-ZgdscWrS3hbhbbuatRp[DKUT]qyh)PjKAbP%Cv43*v	64	91515	3004006147806%nbw7t\IKT68823624}R293997788]st(8x2008060819IK8107758n-Zgds	"21,200,325"	1Gtt5	4B-D5-FB-FD-48
543	6004001688288	702968	0	2007/01/21	"7,161.60"	YyQ(cETkNg\U$HBkPrVMt=+7)Wu4_5(hj+NfEuHCxLTNhpjxI6YW(-LNE4-TIHD-	64	26731	6004001688288YyQ70296824(cETkNg047\U$HBkPr2007012181VMt=716230+7	"14,614,674"	tm2I	25-50-A3-C7
544	2904002380355	112810	2945879	2007/03/06	"4,738.00"	IJS3a2fKUpN37]Qp9%s*{Vv%wq(NVDQhK%H[+586Wae8-67+k}45czD$_GP(D(+n	64	69524	2904002380355IJS3a2f11281065KUpN37]Qp9294587923%s*{Vv2007030692%wq473831(NVDQ	"15,080,981"	vXuL	D9-40-C3-D5
545	3004007307524	789693	2947125	2007/05/09	"80,392.00"	X+pKCc5GHbz@B+ryE*Vzxc(C3nI)+fiwBX3EE-5e-MTyqQsw)wegrqnXY(A}3m{R	64	30012	3004007307524X+pK78969372C294712587c20070509235G8039280Hbz	"27,934,624"	1gZ+W	03-1D-F2-BA-7F
546	7004008666544	766853	0	2007/09/23	"94,002.00"	uZS#qfUP5w]%*eft9j5znuNsC9rS_ThefJ\i+#dv-v979LekI(qW7J5(h3Fg_]#j	64	45907	7004008666544uZS#q76685387fUP5w]047%*eft9j5zn2007092360u9400285NsC9rS_T	"22,173,390"	1KbRE	1C-05-27-59-53
547	7904009365140	800736	2961305	2008/09/23	"2,156.00"	_iki9mFMe$6vN{iqpTZy@QT*C8ZBzfBWxK*FLaU(s)q7Yx}VGQt*FVZ4q5t-CPrM	64	87574	7904009365140_iki9mFMe80073639$6vN{iqp296130542TZy@QT2008092344*C8ZBzfB215689WxK*F	"13,049,809"	nn/H	D8-27-C2-86
548	7004008277251	659972	2962610	2007/03/24	"21,484.00"	G*Za9[ZqByW6fm@r7]V7@Y3aeB-#v6p7_A%Y-X+AUm2F7HY#+D[qgI7u]RN=$8v3	64	60862	7004008277251G*Za9[Z65997207q296261059ByW6fm@r72007032447]V7@Y3a2148486eB-	"24,856,468"	1UqUK	FA-8A-14-8C-58
549	5004008113958	939911	2963812	2007/05/22	"44,995.00"	7*2g5R7P4}hpI*pQB%)X@_#S{s36%fH)N=)t7N(S(KEAn=%*geI]8LP\b3k3)LEP	64	97132	50040081139587*2g5R7P4}93991182hpI*pQB%296381284)X2007052242@_#S4499559{s3	"18,894,835"	184/p	0B-D9-62-46-05
550	2004007496921	978500	2965696	2008/01/03	"82,171.00"	$QY74yjT5vHgimU+}SrAr(zdRtXI8-hxSdr[=*4g5*ZAft=TJ_(pSmVL3(NAqCAV	64	55674	2004007496921$QY74y97850011jT5vHg296569693imU+}Sr2008010383Ar(zdRtX8217151I8-hx	"13,995,671"	rOwN	50-BF-12-2F
551	3004008496963	419637	2966947	2007/10/08	"84,570.00"	eXqZS[S#HN)vmeud$s+}[Y]nEQ]tx}%+qaf]62s_%e#fcA}K\E*Q=yIsxiC9(Qp)	64	95284	3004008496963eXqZS[S#HN41963762)vmeud296694737$s+2007100863}[Y]nEQ]t8457030x}%+q	"15,968,034"	ywSY	80-ED-CE-AB
552	3004002987168	982542	2967094	2008/06/03	"93,958.00"	LRpP=rZ#Z3d}Bx(Gb#M{}7Y#CGgM)k_*a[8)Q3rBDD4KYIJs[mI{*TEYfEisMSn[	64	04851	3004002987168L98254219RpP=r296709489Z#Z3d}Bx(2008060343Gb#M{}93958857Y	"26,102,256"	1Zadm	46-19-C1-AC-53
553	8004006860502	156251	2968360	2007/12/25	"73,133.00"	wsP\W_+xC]4$GuQg]@k3M-AMcV28K7IBfG%nK=-}LurQi_iC*ftXT#KI7P8q$4_q	64	06453	8004006860502w15625187sP\W_+x296836014C]4$G2007122563uQg]@k73133643M-A	"22,955,556"	1NaOa	7E-0C-4B-AD-31
554	7004007242881	724376	2969345	2008/06/27	"72,747.90"	C(jepf7R@(\yAWa2D][RAD}MWMvwR@Np7#BsVut{}iFpcU#[qr6#[rtg9PK$eT%6	64	14312	7004007242881C(72437602jepf7296934523R@(\2008062709yA7274864Wa2	"19,506,139"	1AQFR	F6-A8-59-03-62
555	7904005161988	882616	2971357	2008/01/03	"52,924.00"	c3LDB8TR{h#d[ZN=xkiK54%NSvSrZ]w7xbG-ts5a{YG]anr4xWy{fdR#wn=i29Ws	64	25799	7904005161988c3L88261611DB8TR{297135706h#d[ZN=x2008010383kiK54%NSvS5292464rZ]w7xbG-t	"15,844,671"	ySK/	00-BA-43-F0
556	7904002987100	38163	2972828	2007/01/12	"14,286.00"	v=S#X@A}yN8dU+cxUSNdme*vr+DzXs@-Cd$Z*W(hvw2tcjU$UE*qf{NVndm#rA=[	64	76400	7904002987100v=S#X@A}3816386yN8dU+c297282805xUSNd2007011249m1428641e	"32,271,316"	1x6lK	7A-C5-F9-D5-10
557	4004004165848	950629	2974456	2007/05/11	"56,367.00"	KuSak6w_y9QWGbV]YqRu6fn}t$2WHS2p+3MHNSkz){LZfE{LU(B2uFr{rT)+Wxfi	64	13936	4004004165848Ku95062994Sak6297445682w_y9QWGbV]2007051185YqRu56367156fn}t$2	"18,545,486"	16ljE	BD-D0-06-98-30
558	1004002631348	392651	2975061	2008/12/25	"32,822.00"	hi$(WxneIWZGfCLNr+5}TfL]q3w-M6G@r3Q9V=ZSasL3JID(i6HxemFIjtur+=d_	64	93228	1004002631348hi$(WxneIW39265154ZGfC297506172LNr2008122542+5}3282264TfL]q3w-M	"17,106,791"	11GTd	8E-82-66-09-12
559	2904004523971	122919	2976232	2008/12/15	"4,127.00"	Pq[RTIq#pU%Ip4=mt$@M7D}LrwAyQdEdS5ZCPyaPM$Cg]mP{tMuGB@@%U49sv=R%	64	84804	2904004523971Pq[RTIq#p12291996U%Ip4297623205=mt$@M7D}2008121577L412782rwAyQ	"24,376,623"	1S/Kl	D6-7E-8F-53-A5
560	6004004989539	423353	2980621	2007/09/01	"36,082.80"	Dt_bwR[M$Afr3@wXW8JuZg7(b)WXSbxLb{uKZaIUiN]mWyvL6%H)-YMmhN_8+pfY	64	89596	6004004989539Dt_bwR[M$42335353Afr3@wXW8J298062196uZg7(b2007090101)WXSbxLb{u3608313KZaIUiN	"13,437,901"	pGlD	5B-97-8B-09
561	8004009473114	148646	2981773	2008/12/17	"41,774.50"	V4YBzp$xFL)T7+VYB#Q8}UIez8R6Dv+5a[Un_tL__ZM5I7bXIM49TpnEAyF{Uzzp	64	88404	8004009473114V4YBzp$xF14864621L)T7+VYB#298177351Q8}UI2008121740e4177560z8R6D	"26,174,460"	1ZsFy	D4-EE-5F-D9-22
562	4004001814133	532484	2982722	2007/10/22	"32,407.00"	@V4+_23r6w]c*IsapcbrLC@=]spswzaGUJqtgJn*j%ZmSipB(%(=gPg[7rcnzb)Z	64	46395	4004001814133@V4+_5324840423r6w]c298272245*Isa2007102205pcbrLC@=]s3240764pswzaG	"14,694,976"	u3f0	17-C5-60-05
563	790400503824	986237	2881478	2007/08/03	"10,166.51"	Vsm@cB_jPpeXba%Mu]-2V@4-aHimygYabWZLCFgaN+vZ=#cn5u6ULCs(_EkJrQ6*	64	54169	790400503824Vsm@cB98623705_jPpe288147894Xb2007080356a%Mu]-21016798V@4-aHimyg	"17,907,623"	14J+d	4A-E3-76-AB-5B
564	1904005463826	600528	2984413	2008/11/17	"52,479.00"	byF7AIEFYBaMAj%qUDRXR_=XzxLx]Y(}u7$=u+SHmMLp+WJ_ZX${=SXKea=4p2BC	64	80948	1904005463826byF7AIEFY60052861B298441350aMAj%qUDRX2008111750R_=Xz5247929xLx]Y(}u7	"26,318,500"	1aPQa	6E-27-3A-55-09
565	2004004178335	84451	2984492	2008/08/22	"38,511.00"	-@Wm5CN6PHFJtwzMGJfz)T+bT*sTaFv9-(527AWvattdyXMRUuG}FG*I*8%dQ3DF	64	65490	2004004178335-@Wm5CN84451376PHFJt298449221wzMGJ2008082284fz)T+bT*sT3851137a	"24,864,589"	1UsTD	8C-53-ED-94-68
566	1004002120204	234259	2984499	2008/07/12	"85,257.00"	@q{HLnz8+we)PpUeQr{3dWBh[e[]LnkM@P]bi}Mm$N}LCufb(@IwE%v[E#BhKTR*	64	51241	1004002120204@q{HLn23425993z8298449981+we2008071274)PpUe8525763Qr	"18,690,544"	17J7m	3C-4A-4B-0B-3A
567	1004004269441	332530	2984932	2008/09/29	"58,074.00"	BN$-NpAq4xdBrZkQDDB63=QmW\vLDuSqy*(eUMpxpr$*@(sc$EbSt_KfLsDZSaQ*	64	99117	1004004269441BN$-NpAq4x33253004dBrZkQDDB62984932973=2008092993Qm5807469W\vLDuSq	"22,130,389"	1KQxL	70-83-97-D2-73
568	4004003466116	634028	2985964	2007/01/27	"70,845.00"	7*=8(2s\9TDGn(mmF5b2}vv$gG3j#t9xNzKQTU_S_Y-zN$6d#3SjyYGn@#rruyxV	64	19441	40040034661167*63402836=8(2s\9TDG298596498n(mmF20070127375b2}v7084527v$	"20,048,968"	1CUn8	97-B3-57-A0-E7
569	1904004005821	517477	2987089	2008/12/19	"22,113.00"	}7bS*Jt*aUHTEkBLULm]@6Cpw4#Vyea3iPUC=aIq2GG#M#6BqxQd5TCs9PxhwD+4	64	01996	1904004005821}517477777b298708995S*Jt*aUHTE2008121900kBLULm]@6C2211351pw4#Vye	"30,650,323"	1qw/J	03-30-5E-0D-98
570	6004005786716	501125	2987588	2008/12/18	"4,327.00"	{Ub+xK_GyVzD[+-ktrmAthk4rtzt=PG@dBi7x{h[7-apTmwdtPtGgpUk7Jejh8FL	64	57336	6004005786716{Ub+xK50112533_GyVzD[+298758891-ktr2008121888mAth432752k4rtzt=	"14,152,650"	r/FA	D2-35-F2-AE
571	4004003438648	221489	2988139	2008/04/21	"73,531.90"	dyg7y6ESeU\b_T}ijiU7qP2wFjIsN95JKJUaKu@_%6uW}dpy(_X-$wEsSyx6DHjz	64	00313	4004003438648d22148949y298813956g7y62008042182ES7353225eU\b	"28,333,020"	1i5FS	28-F0-FF-15-AE
572	5004003763695	919552	2988152	2007/04/12	"6,199.00"	ahp8bj+qe4bphK#H]k2CeV[irjYng2Y9Rb$_ayVst+WPP@XdUneYf%cBD7u3kIx#	64	57625	5004003763695ahp8bj91955290+qe4bphK298815268#H]k2Ce2007041268V[i619912rjYng2	"14,462,298"	tArQ	09-38-65-23
573	8004008752782	846148	2990469	2008/07/07	"7,732.90"	7%2W4[(rP=IEjyg5+wiB3aC)%J}=YJ_JR9qmggDe3kj8MkdgIh\)HHN5H}JaCw[p	64	92367	80040087527827%2W4[(rP=84614892IEj299046985yg5+2008070735wiB3aC)773368%J}=YJ_J	"15,755,677"	y6cT	C7-AD-90-B5
574	6004005060388	143438	2992469	2008/08/10	"91,087.00"	-cf}*FLHJQ[JG3D5y8SIk$keY}d5v4_+ru]i48*@4p5uW@VZ#7vxye+QZ5@eHE2[	64	74199	6004005060388-cf}*FLH14343853JQ[JG2992469753D20080810505y8SIk$keY9108770}d5v4_+ru]	"19,236,439"	19OPN	21-6D-85-C5-73
575	7904004758864	880893	2993800	2008/01/27	"18,825.00"	ati2r7%A]_=EwU(sR7xteMk]}X}CPFzQ=jzU$Xar+rT%JTixKjEV+z$XAeD$KxYw	64	57576	7904004758864ati2r788089313%A]_=EwU299380018(sR7xt2008012774eMk]}X}C1882545PFzQ=jz	"13,474,424"	pPfu	28-0E-EA-93
